User,Text
@dct0311,"Đẳng cấp vẫn là Phương Nam, đề-pa câu chuyện đã thấy hấp dẫn rồi. Nhìn khuôn mặt Phương Nam có nét giống Trấn Thành😊"
@thinhvo3430,Xuất sắc!!!!
@thanhquannguyen6897,set này hài vỗ mặt luôn từ hình thể đến câu chuyện...quá hay!!!
@winter-spring78,9:04 đoạn này nam lm thêm câu lúc này trên ng e có 3 nguồn xả nc thì t vỡ bụng mất
@DuyKhangTranNguyen,dạo này hài quá hahahahahahaha
@NgocDao-yy8mr,Xuất xuất xuất …. Sắcccccccc =)))))
@NgocDao-yy8mr,=))))
@taa6651,dữ thần nha
@shakesvo2949,"set này hay ạ, e thích những set dissing như này ạ"
@thaothao-kv1dw,Mê set này quá điii
@ANHTUANINVEST,móa coi cười chảy nước mắt =))))) hài điêng =))))))
@VinhPham-uc6fn,Khi dat den level cua nghe si dien hai thi noi ai dung cuoi hen khong can mang mieng nhu line 100 toi😂
@thachle2608,Support anh Nam
@nguyentrongdan,"Khúc xuất xuất xuất… hóa đơn, khi máy quay vào khán giả mình thấy nhiều anh chị cười điên như co giật. Hình ảnh này mình cũng bắt gặp khi coi các đoạn clip của Max Amini. Phương Nam trình thế giới rồi, hoặc chí ít cũng một 8 một 10…"
@meo11290,"Ỏng diễn mà như ko diễn luôn á , giống như là ko phải học lời thoại từ trước , mà chỉ là chính bản thân mình là đủ. Phương Nam đỉnh quá !!!!"
@MinhNguyen-bl3ye,Set này đỉnh thật sự vẫn là Phương Nam is the best
@hongquan823,Ok em sẽ cảm xúc ;)))
@duykhanhbui308,"Miếng này y hệt miếng diễn ở hải phòng hôm qua 8/11 nhưng công nhận coi live nó đã thiệt hơn coi on luôn , vs hq nam lần đầu diễn ở HP thấy năng lượng mà nhiệt lắm mn ơi"
@QuangTran-br7px,out trình công ty
@HangNguyen-jw5qz,Má ơi cười điên😂
@HaiTrungHieu69,Xem xog set Phương Nam khoảnh khắc bạn vung tay cảm xúc khi vừa diễn xog khiến mình bất giác nổi da gà
@Deoxyri,có chờ đợi bao lâu thì ông Nam ổng diễn set nào thì chưa khi nào thất vọng cả luôn ấy.
@nganchau7972,❤
@thaikieu4561,Joke đỉnh vãi cac
@trang4767,ê set này hay nghe ông Nam =))))
@HungLe-xb1sp,Xem ít nhất 5 lần rồi hay thật sự
@NhiĐỗ-e4h,Nam tập gym hả ta
@HangTran-mb8sq,Nhìn ông Nam tưởng Trấn Thành ko á trời
@SinhLe-ob8bx,Set ngày cực kỳ hài cực kỳ thông minh luôn a nam ❤
@PhucBuithien-l5g,Má ơi..xuất sắc..hnay xuất thần lun á Nam ơi😂😂😂
@tinivoila,dạo này Phương Nam chắc tập gym thấy vai đô lên đẹp nha =))))
@raizulazie9530,"Ảnh chọn đúng nền văn minh=))))
Cười sảng khoái thiệc sự ❤"
@huutaile9168,Cạn phước...🤣
@hixminishere,có thể là cười tắc thẻr =))))))))
@trieutranvan7016,uầy mấy joke này Nam diễn ở Hải Phòng hay hơn luôn :))) đỉnh
@panh9344,"Một trong những set diễn xuất sắc nhất của anh Nam đối với mình. Cái khúc ""Ủa ba"" đúng đỉnh =))))) quả miếng đắt thật sự"
@vichuahe,chán thiệc chớ đang ăn ổng nhả miếng muốn sặc 10:57
@quangcoijp,Cười ra nước mắt
@inhkhoanguyen8625,"Đúng là Phương Nam và phần còn lại 😅
Đẳng cấp quá khá biệt"
@KhoaPham-fx6rj,Hình như Nam có gym hay sao nhìn lạ quá
@phatnguyenthanh2969,"Anh Hiếu thứ 3 của Sài Gòn Tếu này quá duyên, anh vẫn là đỉnh của chóp của team SG Tếu ❤
Chúc anh ngày càng ngày thành công hơn 💪"
@BeBe-qp4tr,Má ơi set này đỉnh điênn
@Meoboichdien,Ngắn quá Sài Gòn tếu ơi! Đề nghị sau này các sét của Phương Nam nửa tiếng trở lên nhé. Coi mới đã
@nghijannu,khi đó là anh ấy chứng minh rằng bản thân chọn sai người
@tuleminh2381,"mặn thật , rất vui, mến chúc Nam và Team thật nhiều sức khỏe"
@ToanNguyen-xt4bs,Mă xem mà cười ẻ 😂
@KhoiNguyen-ng2lf,Đợt này Nam diễn kiểu mới hay thiệt
@thiennguyenchi6862,Khứa này hài
@nguyenngocminhanhhh,Nam nay ồn điên=))))
@tr.quanganh17,má set này đỉnh vãi òooo
@anhngan8289,A Nam đã ấp ủ chuyện live tour chưa a?
@maxilliaan3680,Phải bay dô coi ổng liền :))))
@UserXxError,"Khoái coi ông Nam nhất ❤❤ lâu lắm ổng mới lên clip, clip nào cũng duyên dáng và hài 😂"
@Thukhi004,"Cá nhân mình thấy về phần nội dung set này không đào sâu câu chuyện bằng những set như Quyền Anh Khó Đấy, hay Con Nít Biết J, hay Con Sói gì đó. Những set đó mình thấy Nam có 1 câu chuyện chung từ đó sinh ra những chi tiết với những góc nhìn khác của Nam, có đặt vấn đề, có diễn giải quá trình, có nút thắt nút mở, dù là đùa nhưng có chiều sâu cho người ta ngẫm nghĩ.

Nhưng cũng có thể không phải lúc nào cũng cần chiều sâu, lâu lâu mình đơn giản bớt vấn đề cho nó đỡ phức tạp cũng vẫn hay.

Quay lại set này, mình thấy Nam làm được một cái khó mà stand up comedy quốc tế ngta làm đó là một chút roast khán giả nhưng làm họ thấy vui, thấy ờ ha, thấy hợp lí, thấy lạ.
Chính vì những cái joke mới dựa trên tương tác khán giả thì họ sẽ đến quài quài, vì họ cảm thấy liên quan và kết nối hơn, mình công nhận.

Mình mong chờ Nam sẽ có những set mà vừa có chiều sâu câu chuyện vừa tương tác roast khán giả các kiểu dống này zị.

Mình cũng thấy lần diễn này những thành viên còn lại hợp gu khán giả hơn và kết nối hơn nhiều.

Cảm ơn Saigon Tíu ❤"
@barong9639,2:58 anh áo trắng thay đổi cơ mặt lẹ quá :)₫₫
@baotruong2049,Nam nay đô quá vậy taz :)))
@idgaf-z5k,chờ mãi a í mới ra videoooo❤❤❤
@thiduong7205,Hay quá❤
@rineethefilter2824,"lâu ròi tui mới coi lại
tự nhin nhớ lại ""tốn cái lều""
anyways, as always good job Namie Baby"
@vanbeti,"Set này quá hay, cười liên tục, chúc SG Tếu phát triển hơn nữa nhé"
@Hero-cv3xq,"Giữa thời buổi thông tin tràn ngập, coi bao nhiêu cái clip video hài,  vẫn k cười nổi, thế mà nay coi a Phương Nam diễn lại được cười đã như hôm nay. :v"
@RoxerVnking,Nay diễn hài mà xà xẻ khán giả quá😂😂
@flowersintote,nay nhìn ông Nam như sổ sữa cưng ghê :v
@TrịnhHiền-u1i,Đề nghị sốp ra clip nhìu hơn về anh Nam này🤣
@kurokudo6063,"Đỉnh quá Nam ơi Nam, đây chắc là 1 trong những set đỉnh nhất của SG Tếu rồi"
@c21a_tdhtrinhhuuhao50,Anh Long dễ thương quá
@Kaori2305,"Em thích set trước hơn :))), set này chọc anh Long quá :)))"
@harom.3123,GOAT 🔼
@anhpham4090,nay ngoại hình Nam nam tính hẳn 
@TrangNgo-um2qx,cương xíu nữa là a Long lụm Nam nha
@thanhlongle6143,mấy tháng r PN mới lại ra set diễn. Chờ mỏi cả cổ và set lần này ko lm tôi thất vọng. Rất cảm xúc luôn PN ơi 😂
@hoangminh911,Ông Nam là ng duy nhất xem đi xem lại clip lần 2 lần 3 vẫn thấy hay như lần đầu
@hoangkid1412,Team sgt chỉ thích mỗi nam nhất. Chán nhất là khứa uy lê
@loidang9412,"Má, pha cuối đỡ không nổi luôn Nam nghe."
@nguyentrantien406,.
@LEEHTOFFICIAL,hóng ông này cả tháng rồi mới ra đc 1 clip
@TrongLe-hl1gp,tương tác với khán giả như mấy ông nước ngòi lun coi cười điên. =)))))))))) Nam lên level nhiều nha.
@BrianK-1510,"Nam diễn hnay được nha, xuất sắc nha"
@locsarker,Thôi anh rửa đâu 😂😂😂
@vinheptrai6256,Show này anh nam dữ dằn quá
@hoangle-zp4sr,Set đầu tiên mình coi đi coi lại 5 lần trong 1 ngày :))
@potato2809-c8n,thuần sếch:))
@daicomcamu,"Có tài để làm hài đó, không ai bình thường mà hài mắc cười dữ dậy đâu...."
@khanhphan4252,Mình xin thông tin về lịch diễn và cách thức book vé tếu ơi!
@tothethanhthuy,Thích vibe này của Nam👍👏
@WuyaSongAn,Cười muốn banh xóm luôn
@daicomcamu,"Má nó, đứa nàoooooooo"
@votruongthi,ai trọc tóc coi show ko nên ngồi hàng trên nha =))
@TranNguyen-ck6wj,Cho mình hỏi làm sao theo dõi lịch biểu diễn của tếu vậy ạ
@duumv9293,"nam lên lv rồi, trước dựa vào chuẩn bị trc 90-95% còn lại ứng biến, nay thì tự nhiên hơn 80%. cảm ơn SGT nhé, đang làm mệt tới cuối tuần mà đc cười như này thì tươi tỉnh hơn hẳn. cảm ơn"
@nghile6552,Anh Long said : tí diễn xong ra sau a nch tí 😂😂😂
@NhânNguyễn-z5b4y,Đợi ông nam này có clip lâu quá
@quocvungo7274,A Long sáng sân khấu nhất đêm nay 😗😗😗
@thangphamtvb3954,Nó diễn có nhiều tục tĩu
@keithcedric6855,"Hài của anh này lên một ""trình"" cao hơn rồi!!!"
@heyheylee6490,vốn dĩ joke phương nam là đến từ những thứ đơn giản nó kiểu đúng đúng quá đúng k chê vào đâu dc quá thực tế quá dễ hiểu cười nội thương 😂
@ngocbich41110,Chờ mãi cũng tới set diễn của anh Phương Nam roài 😍
@BLimitless97,T xem sài gòn tếu mấy năm nay chỉ là nghe cho vui giết thời gian mà set hôm nay t cười ỉa 😂😂😂. Giống kiểu đùa miền bắc nên thấy hài hơn hay sao ấy
@leovceri,"Nam diễn ngắn quá, thật sự là coi hong có đã, mở concert diễn hài đi năn nỉ=))))))))))))))))) Ai mà coi hài độc thoại nước ngoài nhiều sẽ nhìn thấy rõ phong thái và cách tương tác với khán giả của Nam y hệt, ồn liên tục nhưng rất đủ và không có 1 khoảng lặng nào là vô nghĩa luôn. Chưa thấy diễn viên VN nào ngoài Nam có thể đạt đc tới ngưỡng như này, tốc độ phát triển khủng khiếp thật"
@bomnguyen701,Tương tác đỉnh thiệt chớ ❤😅
@thangthang6278,Nhìn thumbnail tưởng a xe nhà lá cành :))
@phamthanhan1828,lâu lắm r mới thấy set đỉnh thế này
@TaiTran-bg8sh,90% sức mạnh của Sài Gòn Tếu :)))))
@dangphuongtruongsy3419,cứ mong chờ set của ông Nam thôi ❤
@phimhay0707,Cười muốn bò 😂
@HuynhLeThuongThai,"Ủa anh ơi, đi gội đầu chứ đâu phải gội tóc đâu mà có tóc mới gội được, có đầu thì gội thôi :D"
@hongthanhphan3375,Hay quá mà hơi ngắn
@nhanvo8184,"Hayyyy! Má nó hayyy 
Đúng là không hổ danh Phương Bắc 🤣🤣🤣🤣🤣"
@hieule-kb3gu,Đây là phần trình diễn hay nhất t từng xem của Phương Nam
@toaninhquoc2547,Nay team ai cũng tiến bộ rõ rệt luôn ak.
@TrangNguyen-fm3qh,Hay dữuuuuuuuu vậy ( cảm xúc mạnh )😂
@lentranvan1642,hóng ông nam lâu quá trời 😁😁😁😁
@ThuLâm-o7b,"Câu nói max điểm cười: 
"" Đứa nàooooooooo """
@ThuLâm-o7b,"Ơi trờu, lâu ngày gặp lại Nam vẫn nét và cười xỉu 😂😂😂"
@minhchaunguyen7707,Hình thể cái pha cuối đc đấy.
@binhnguyenthi6496,Dể thương lắm con ...
@jackTaiBa,clmn nó hài :)
@anngo9155,"Cười ẻ, coi ông này cười từ trước giờ, càng coi càng hài😂"
@motmoromfarm5818,"Nam diễn xuất sắc quá...
Vừa mới ra y như soái ca"
@hoaduong6092,Set này nó Phương Nam nhưng nó cũng rất Mỹ. Thật khó để mang văn hoá cởi mở của họ chèn vào nội dung hài của VN nhưng Nam làm được. Rất duyên👏
@phucduong7333,khác thác vấn đề quá hay
@13.inhhung75,Ngắn quá😢 dài gấp đôi đê
@LinLin-Nguyễn,Sài Gòn tếu thích mỗi 2 người Phương Nam và anh Minh Ti
@Satokowang,hay quá anh Nam ơi!!! 🤣🤣🤣
@ktlt6407,.
@heyaiamcam,"mình lại thấy trước đây Nam thoải mái hơn, cái này thoải mái quá lại có cảm giác hơi gồng, mà vẫn cười vài chỗ khi thấy kết nối được với câu chuyện (gội đầu dưỡng sinh :))"
@thiinha5206,Hay thiệt sự nun huhuhu
@daitran1404,Phuong Nam nay len can hay sao ta?
@nguyendo9416,Đô ha 😁
@vietphuong9371,Thật sự mà nói thì cái set này của Nam nhìn nó mập
@vicyuenp5534,ý là set này hơi ngắn... coi hông đã =]]
@lephukhuong,"Vẫn như cũ, mình Phương Nam gánh cả cáu SGT :D set này đỉnh"
@hanhmy3443,"Mấy cái miếng ổng quăng vs anh Long nó cứ hỗn hỗn mà mắc cừi kiểu j á, mà anh Long ảnh cũng dui ghê"
@anhho6333,"Nay tự nhiên thấy Phương Nam đẹp trai quá, chắc tại hết gay. 🤣 Đây là lời khen nhe Nam ơi!"
@Lukaz_Zakul,Set này anh Nam mạnh quá😂
@cmc.95aa,cừi khùng :)))))))))))
@phamkhai5008,Ư set này hay vãiiiiii
@Msnectarmoon,"Điểm sáng và mới tiết mục lần này của Nam là đã truyền đạt một kiến thức tâm lý cho đàn ông một cách hài hước nhưng cũng rất cụ thể, khá chính xác. Nếu bỏ tiền cho chồng đi xem vừa hài mà còn có thêm kiến thức tâm lý thì rất có giá trị. Mong Phương Nam tiếp tục lồng ghép các kiến thức tâm lý cho các tiết mục của mình. Hạn chế sài xể và đụng chạm đến hình dạng của khán giả đi xem nếu mình là anh đầu trọc chắc mình ko thể cười được."
@huuthinhgiang6544,set  này dở nhaaa
@khanhxuan5446,Ư ư ư ư xuất hoá đơn cho anh
@Nguyencaonguyen-zh1xo,Tôi đang tìm cách ghét bạn đây.
@haile9845,"phương nam không phải em ấy giỏi về cách thức diễn hài , em ấy giỏi kể cả về từng từ ngữ mà em ấy phát ra , mình bị cuốn không phải tự nhiên , mà vì bạn ấy quá giỏi để thu hút người khác và đưa ra góc nhìn chung mà ai ai cũng thấy được , khâm phục vì nhìn thì ai cũng thấy đc nhưng để dẫn ta tới 1 câu chuyện để ra 1 chủ đề như vậy thì không đơn giản, cảm ơn vì cuối ngày vẫn đc coi hài vẫn đc nạp những năng lượng quá tích cực"
@n-v-t3198,"1 ng gánh cả đội hình luôn mà.. từ lời nói, cử chỉ, hành động rất nhấn nhá tạo sự bất ngờ cho người xem.."
@phieuvuive,Từ set này ko ai dám đi gội đầu dưỡng sinh nữa lun
@manhquocnguyen8252,"Đúng là người học tâm lý có khác, ổng nói về tâm lý phụ nữ đúng quá hong cãi đc😂"
@merrecords1003,xem đến gần cuối xong phải tua lại coi từ đầu lun ạ =)))) quá đỉnh
@ThiệnVõ-m4c,hay
@Lungusss,❤hay quá idol
@KhaiNguyen-lx9wn,Máaaaa cái khúc xuất xuất xuất hoá đơn em cười phun cơm :))))  cái hẩy hẩu với cái biểu cảm cười điên 🤣🤣🤣
@SaghalloCococo,Lạy luôn câu cuối “xuất…xuất…xuất hoá đơn em ơi”😂😂😂😂
@Vani1308,"Nam lên trình rồi, set này đỉnh thật"
@sonhoang3198,Bản lĩnh sân khấu tốt!!!
@cuongvi1776,Set hay quá
@viettrungst159,Mấy ông ở dưới cười như bị động kinh vậy trời
@minhphinguyen9216,"Nay Nam mặp lên, thấy cái bụng lúp lúp lun"
@FungHar,"Set này điên quá Nam ơi, đỉnh chóp"
@nguyencongtinh1596,Hay nha :))) hài 😂😂😂
@LabellaLowis-y1b,"Cái “thằng cha” này ngày càng đanh đá, mà tui thích quá trời! Coi clip 2 lần luôn á! Keep it up Nam!"
@uchoang4561,"Nam có đề cập đến những ý kiến trái chiều đa phần tiêu cực này nọ, thì thực sự để mà nói, thời gian dài qua xem SGT không thấy một video nào hay hết, nhưng bản thân tôi rất ngại nói ra, một phần vì đây là hài, có thể không hợp gu, một phần rất sợ những thể loại bênh bất chấp vào tap, nhưng dù sao đó là sự thật. Lý do tôi nay lại nói là bởi sau khi xem những video đó thì chỉ có Phương Nam - MVP của SGT, làm tôi có thể cười"
@vanluutran726,"chỉ một chuyện như đi gội đầu nhưng anh vẫn cook nó được thành set hài cực cháy, đỉnh qua anh Nam ơi 😂😂😂"
@nganduong3668,set này Nam diễn peak vl
@binkuu7687,"Gặp anh tên Long thì câu hỏi nên hỏi""long có ""ô"" không anh?"
@hienbicb5527,😅😅😅❤❤❤❤
@duytuan7447,"Đúng là học Tâm lý học có khác, tương tác tốt ghê. Nhưng mà tiếc là hơi ngắn."
@TẤNTHỊNHLÊ-r7z,khả năng set này ảnh thuê anh Long về:))
@lebang4837,4:34 ủa acoustic gì gì nè
@hainguyenvan4537,Thấy set này Nam vô duyên quá khi cứ thấy người khác ra làm trò đùa và body shaming người khác
@Um2410,Tuyệt vời ❤❤❤❤❤ cười từ đầu tới cuối
@onn6516,Ảnh hài mà ảnh ít video quá 😢😢😢
@AnhNgoc-tm3tv,Chờ mong anh Nam mãiii
@meid_quynh,"set diễn này của Nam cười từ đầu đến tận cái bắt tay cuối, quá đỉnh!"
@viduongtrieu2828,Má bựa vãiii😂
@nhangun,"Cái vụ comment chửi má đó làm mình nhớ hồi thanh niên đá bóng, đội bóng thì bố mình làm hlv. Sau 1 quả mình chuyền hòng hay lỗi gì đó ông già ngoài sân chửi ""đcm m đá cái kiểu gì thế"" mình cũng nghĩ ""ủa, có gì về nhà mà đ chứ ông già"" haha chết cười."
@doanhvuong926,xuất ...xuất sắc a ơi :>>
@yuri_chan1808,❤
@Khôis899,"Joke đoạn 7:30 tới 9:57 làm mình nhớ tới mấy câu ẩn dụ, scheme hay chơi chữ đồng âm khác nghĩa của mấy ông battler viết tốt từ nước ngoài lẫn Việt Nam. Càng xem hài độc thoại mình càng nhìn thấy nhiều điểm chung giữa battle rap và nó. Thực sự respect những người như anh Nam. Mình xem battle rap cũng khá nhiều và mình cũng từng viết battle nên cũng biết là để có những câu như vậy phải bỏ rất nhiều chất xám công sức set up câu từ. Big respect to Phương Nam."
@HanaReviewPhim_137,Mãi yêu Nam chỉ coi Nam❤❤❤❤❤
@MyTrương-e9i,"Show này mik thấy saigon tếu thấy ai cx diễn hay ấy kiểu tạo cảm giác mọi người cố gắn để set diễn tốt lên từg ngày ,chuyện anh Nam nói khi làm cái nghề này bị nhiều bình luận tiêu cực thì mik cũg côg nhận sẽ có, vì các bình luận tiêu cực dành cho mn thì mik cũg đọc qua rồi nhưg theo hướg mik thì hài độc thoại nó vẫn còn là cái j mới mẻ đối với vài người nên có những người ngta sẽ thấy k hợp họ nên lời nói của ngta nó vô tình nặg nề khi nói ra cảm nhận của họ nhưg cũg sẽ có những người côg nhận sự cố gắn của mọi người để cho khán giả nhữg set diễn tốt nhất mình từg đọc được một bình luận là bảo bn này k hợp cái này bn kia ko hợp với nghề này rồi bn kia diễn dở k ai diễn hay này kia nhưg mình thấy là có nhữg bn trog tếu thả miếg rất hay nhưg vẫn k biết cách nhấn nhá hay làm nó có miếg hơn thôi với đã có đam mê thì làm hết mình thôi chả vc gì phải ko hợp k hợp thì mình học hỏi mik trao dồi rồi mình làm nó hợp với mik thôi chả vc gì phải để ý quá nhiều vào nhữg câu nói tiêu cực vì phải trải nghiệm mới biết mik ngag nào rồi thay đổi rồi trao dồi thêm chớ và cũg mog saigon tếu sẽ chờ đến khi mình có kinh tế để có thể đi du lịch và xem saigon tếu diễn với cươg vị là người ngồi và tận mắt xem saigon tếu diễn"
@giahng0104,"""ĐỨA NÀOOOOOO"""
@minhtuan7053,Mày ra mà ko ai cười là có chuyện đấy 😄😄😄😄
@lI-_-lI,"Nam diễn lần này miếng hài tự nhiên đến khá ngẫu hứng nhưng sự cb cho tiết mục hơi ít và k liên kết cho lắm, chưa giải quyết vấn đề này đã nhảy sang vấn đề khác."
@thekhangnguyen3332,"cừ rung cái giường là có thật ae ơi. Cảm ơn a Nam, lâu rồi mới vui zay á"
@cindyvuong6246,Phương Nam nay diện mạo rất ổn. E diễn rất hay trong set này. Mãi iu
@industry_barber,*Long đã xem và đánh giá*
@AnPhuocTube,Nam phải trả lại $ vé cho a Long phụ diển quá hay
@mrdoi2007,Ớ ớ ớ xuất xuất xuất hoá đơn luôn em owiii😂😂😂❤❤❤
@marrysilly212,Tập này coi cừi điên luôn😂😂😂
@ArisTran09,ê set này hay chấn động á
@danhtran5180,Đợi mỗi a nam
@quangminhtruong6920,xuất xuất... xuất gì cơ?
@daicomcamu,"Lần diễn này hộp gu mình nha, hay và đã"
@huynguyen-uq8ut,"Lâu lắm rồi mới lại xem Set diễn của Phương Nam Tobokki, lần này mang năng lượng khác, hình như trang phục cũng khác,đô hơn, kiểu tóc nữa, và hơn hết là mọi thứ nó up grade lên 1 level mới luôn ấy, có rất nhiều miếng trong set này luôn mà miếng nào cũng hài, đỉnh nhất chắc là Xuất..... Hóa đơn vs Đứa nào 🎉🎉🎉 Bravo PN , trình lên quá lên r ,Go International"
@jhoang8334,Khán giả bỏ tiền đi coi Nam là chính
@Eric.H16,đỉnh thật sự. 100000đ anh Nam ơii
@tranngocmyquyen7431,"ko uổng công chờ đợi, anh Nam tương tác với khán giả và làm chủ sân khấu quá đỉnh. Chị Huyền Khanh khúc cuối ra chào khán giả xinh gái quá"
@hauduongminh5343,Hay vãiiiiiii
@wbuvn,set này thật sự wow
@doannguyen-t1x,Nam ok hp4a
@huephan6812,😂😂😂❤❤❤
@ngoctham6307,"Hay quá, a Nam diễn càng ngày càng hay. Mà nay anh tập gym thấy người be ra, nhìn soái ghê á"
@KEVINKC-l2l,"Đề nghị nhóm phải trả cat xê cho anh trai ""triệt lông đầu"" nữa. Ổng góp công rất lớn vào thành công của set diễn này ❤"
@Xuanphuocbenz,"đỉnh quá anh ơi, từ nay nói chiện với ny bao dính…😂😂😂"
@caominhtri2338,phần tương tác đó cũng có kịch bản
@KEVINKC-l2l,Phương Nam vẫn là một đẳng cấp khác biệt 🎉
@ThuanNguyen-dg3wq,Nay Nam mập lên thấy rõ.
@thanhvinh2708,Mắc cười khúc xuất hoá đơn😂
@NôngVũ-f1t,Đợi mãi phương nam thôi =))
@tranlamle3368,"Nam chưa bao giờ làm chúng ta thất vọng,😂"
@lyly-ug1ip,Lần này thấy Nam hay vãi 👍👏❤
@linhnguyen-mb3gl,Xuất hóa đơn cho a luôn em ơi :))
@Th3_RatKing-Duo,hình như tâm lý có chút biến đổi và giao động
@ame-vtuber-vn,Mn công nhận style lần này của ổng rất Vũ á
@trungnha6969,Flop quá thì đăng clip Phương Nam
@nguyenanhduc9688,"Hay nha. SGT còn PNam cứu lại hết, còn lại cần phát huy nhiều"
@minhquanbrvt,"Ngắn mà chất, KG cũng rất xịn nữa"
@ucanhpho7835,Khúc a Lộc đầu Chồn đâu gòi 😝😝
@tuongvinguyen8908,Sg tếu mãi đỉnh. Rất khâm phục các bạn. Tuàn nào cũng mong có video để coi
@yoshizang2819,Nói cái này hông có gì đâu nhưng mà khi xem video này của Phương Nam tui thấy một chút gì đó phong cách của Anh Dưa Leo
@kienha2888,"Show 16+ nên a Nam khác nhiều lắm ấy, mấy vid trước mình chưa thấy một hình ảnh như thế này kkk"
@ngoctongpsy,Xem đi xem lại ko chán
@QuangPham-um4oy,Nói hơi nhiều về tóc nha 😂
@QUANGVINHBUI-v3p,"Đứaaaaaa nàoooooo,đứaaaaaaa nàooooo cmt chửi đâu🔪🔪"
@NguyenKhanhNam1708,Ba anh Nam tên Nhân mà ko mời dc thì mời anh Trúc Nhân đi vì cùng tên Nhân mà
@PhucNguyen-vw8gw,Đang đau răng khôn mà xem set này tét m nú luôn qá😂😂
@hoaithule2119,Aaaaaa đây r đợi mãi á nha phương nam oiiiii
@Infl-f4m,Phương Nam dạo này béo nhỉ
@Cúniumeomeo,"Tr ơi lần này tốt hơn quá trời , đột phá ghê luôn"
@will.liuliu,"Long không lông, cừi mún quặn ruột lun quá"
@LongTri81,Cầm dao lên!!! Vui hay là nhạy cảm!
@hiennguyenthu5099,"quá đỉnh, quá hay, mình đã tua lại 20 lần"
@longlimbđs,Dcmm sao mày hài thế hả nam
@theanh638,Hay thật ❤
@Tienoan-hr5iw,"Đợt này cảm giác Nam diễn nó quốc tế gì đâu, ngoài hay như bt còn hay ở hình thể và những tương tác nữa. 1 bước tiến mới rồi"
@linhteddy18,"11:20 mình để ý lần nào camera lia tới cũng thấy bác trai này luôn ngắm nhìn bác gái rất là ""tình"" luôn á 🥰"
@xuanminhbui137,Quá hayyyy
@thanhphucvlog5877,nice
@vinhkhangnguyen6965,đợi ra clip mới mãi:))))
@djssab2599,hay vậy trời :))6
@hoptran142,"Thấy anh Nam là bấm vô coi liền luôn, hóng qá chời rồi"
@Laothanhnhan,☕🗿
@hoanghahp1986,"Cái vibe giống Trấn Thành ghê, xéo xắt, đanh đá, mà nó lại hợp lí 😂 Mình thích nha!"
@HaoChansDayy,"Coi vid:
Cơm vô bằng mồm,cơm ra bằng lỗ mũi"
@cuongmanhha,Chẳng thấy buồn cười gì cũng cười. Khán giả miền Nam dễ dãi vậy à?
@doushitano.o,"hình như set này diễn đợt ở hn hay sao ý nhỉ, tại t cx có đi xem, lần đầu luôn, nhưng chắc ko trùng ngày, tại t nhớ ko có phần roast khán giả, chỉ nhớ cái miếng ""đứa nào"" t cười như điên"
@khoatrang569,"Phương Nam mãi đỉnh , e ấy giờ tiệm cận Quốc tế luôn r , có khi hay hơn luôn ."
@tonytranofficial6661,"😅😅😅😅😅😅 TÔI chờ ông NAM LÂU LẮM MỚI RA CLIP … GIỰN LUÔN á nhưng mà set  hay quá bỏ qua , cười điên các bro à 😂😂😂😂😂😂😂😂"
@nglyyn,Sao ngắn vạy xem chưa có đã🥺
@UyDinhPhuc,Ông nội ở đâu có anh trọc ngồi sẵn dạ chời. 😂😂😂
@penguniban-chan3982,"cái ông trọc ngồi đầu là ai thế các chef, thấy cứ quay sang mồi cười cho bạn bè :vv"
@Besottedloveraudio2k3,+ 1 Anti cho anh Nam😂😂😂
@LêMinhKhuê-l4u,nay tự nhiên thấy anh Nam đẹp trai dữ chèn:)
@HuyNguyen-gn9lk,"ah Nam trog set này diễn đúng hài lun=)) chc là set hay nhất lun, mà có điều tội chú hói qa:) bị ghẹo quài lun"
@gamechplay2850,vẫn là ng đặc biệt nhất có khác.
@thanhieu730,ĐỨAAAAAAAAA NÀOOOOOOOO
@giaphuc.hahaha,Nam senpai mãi đỉnk
@minhanhh,"Nam vẫn xuất sắc như mọi khi, mà set này thấy phong cách mới hơn, có tương đồng với Matt Rife ở phần chọc khán giả. Có ai thấy giống mình k"
@khôihồ-z6e,hay vl
@quangtinhne,hôm nay thấy anh Nam nhiều nét giống anh Dưa leo quá
@embroiderytnhofficial,"PN chất quá❤❤❤,dzai"
@DueNhat,"Phương Nam giờ đô con thế
Hài thì thấm mà đấm thì đau ."
@motvongdanang-p3d,Nay Nam nhìn men quá dị
@bus2k8,chưa xem mà cứ like cái đã
@Rewall1993,EQ cao
@tocretre1991,"Xem Phương Nam từ những ngày đầu, thật sự Set này chính là điều tôi mong đợi, bản thân mình cũng đã dự đoán và hôm nay trở thành sự thật:
Phương Nam = Kevin Hart phiên bản Việt Nam!
Sự nhanh miệng, đầu nhảy số cũng như cái chất hài tếu táo và có phần lẹ làng, sổ sàng của Nam rất gần với cách diễn của Kevin Hart! Chúc mừng Nam, đây có lẽ là phiên bản tốt nhất của Nam rồi đấy! Phát huy nhé!"
@YennieTr,uiiiiiiiiiiiiiiiiiiiiii 2:58 thì thấy Miss Accountic của tuiiiiiii
@NVT8686,"Đứa nàoooo, Đứa nàoooooooooo.... Xuất xuất, hoá đơn.... =)) cười chải nước miếng"
